REPORT_NO,STATION_NO,STATION_TYPE,WORK_ORDER_NO,CONTRACT,TITLE,AUTHOR,REPORT_TYPE,CLASSIFICATION
36225,"01273/C23",O,GE/2001/29.10B,GE/2001/29,"South East Kowloon Development Kai Tak Approach Channel Reclamation Marine Ground Investigation - Stage 2 Factual Fieldwork Report Volume 1","Bachy Soletanche Group Limited",GI,GOVERNMENT
36225,"01273/C24",O,GE/2001/29.10B,GE/2001/29,"South East Kowloon Development Kai Tak Approach Channel Reclamation Marine Ground Investigation - Stage 2 Factual Fieldwork Report Volume 1","Bachy Soletanche Group Limited",GI,GOVERNMENT
36225,"01273/C25",O,GE/2001/29.10B,GE/2001/29,"South East Kowloon Development Kai Tak Approach Channel Reclamation Marine Ground Investigation - Stage 2 Factual Fieldwork Report Volume 1","Bachy Soletanche Group Limited",GI,GOVERNMENT
36225,"01273/C26",O,GE/2001/29.10B,GE/2001/29,"South East Kowloon Development Kai Tak Approach Channel Reclamation Marine Ground Investigation - Stage 2 Factual Fieldwork Report Volume 1","Bachy Soletanche Group Limited",GI,GOVERNMENT
36225,"01273/S31",DH,GE/2001/29.10B,GE/2001/29,"South East Kowloon Development Kai Tak Approach Channel Reclamation Marine Ground Investigation - Stage 2 Factual Fieldwork Report Volume 1","Bachy Soletanche Group Limited",GI,GOVERNMENT
36225,"01273/S32",DH,GE/2001/29.10B,GE/2001/29,"South East Kowloon Development Kai Tak Approach Channel Reclamation Marine Ground Investigation - Stage 2 Factual Fieldwork Report Volume 1","Bachy Soletanche Group Limited",GI,GOVERNMENT
36225,"01273/C13",O,GE/2001/29.10B,GE/2001/29,"South East Kowloon Development Kai Tak Approach Channel Reclamation Marine Ground Investigation - Stage 2 Factual Fieldwork Report Volume 1","Bachy Soletanche Group Limited",GI,GOVERNMENT
36111,"01273/L46",DH,GE/2001/12.24&14A,GE/2001/12,"Agreement No. CE43/2000(CE) South East Kowloon Development, Kai Tak Approach Channel Reclamation Ground Investigation Factual Fieldwork Report Volume 1","Bachy Soletanche Group Limited",GI,GOVERNMENT
36225,"01273/S44",DH,GE/2001/29.10B,GE/2001/29,"South East Kowloon Development Kai Tak Approach Channel Reclamation Marine Ground Investigation - Stage 2 Factual Fieldwork Report Volume 1","Bachy Soletanche Group Limited",GI,GOVERNMENT
36225,"V1-1",VC,GE/2001/29.10B,GE/2001/29,"South East Kowloon Development Kai Tak Approach Channel Reclamation Marine Ground Investigation - Stage 2 Factual Fieldwork Report Volume 1","Bachy Soletanche Group Limited",GI,GOVERNMENT
36225,"V1-2",VC,GE/2001/29.10B,GE/2001/29,"South East Kowloon Development Kai Tak Approach Channel Reclamation Marine Ground Investigation - Stage 2 Factual Fieldwork Report Volume 1","Bachy Soletanche Group Limited",GI,GOVERNMENT
36225,"V1-3",VC,GE/2001/29.10B,GE/2001/29,"South East Kowloon Development Kai Tak Approach Channel Reclamation Marine Ground Investigation - Stage 2 Factual Fieldwork Report Volume 1","Bachy Soletanche Group Limited",GI,GOVERNMENT
36225,"V1-4",VC,GE/2001/29.10B,GE/2001/29,"South East Kowloon Development Kai Tak Approach Channel Reclamation Marine Ground Investigation - Stage 2 Factual Fieldwork Report Volume 1","Bachy Soletanche Group Limited",GI,GOVERNMENT
36225,"V1-5",VC,GE/2001/29.10B,GE/2001/29,"South East Kowloon Development Kai Tak Approach Channel Reclamation Marine Ground Investigation - Stage 2 Factual Fieldwork Report Volume 1","Bachy Soletanche Group Limited",GI,GOVERNMENT
36225,"V15",VC,GE/2001/29.10B,GE/2001/29,"South East Kowloon Development Kai Tak Approach Channel Reclamation Marine Ground Investigation - Stage 2 Factual Fieldwork Report Volume 1","Bachy Soletanche Group Limited",GI,GOVERNMENT
36225,"01273/S38",DH,GE/2001/29.10B,GE/2001/29,"South East Kowloon Development Kai Tak Approach Channel Reclamation Marine Ground Investigation - Stage 2 Factual Fieldwork Report Volume 1","Bachy Soletanche Group Limited",GI,GOVERNMENT
36225,"01273/S39",DH,GE/2001/29.10B,GE/2001/29,"South East Kowloon Development Kai Tak Approach Channel Reclamation Marine Ground Investigation - Stage 2 Factual Fieldwork Report Volume 1","Bachy Soletanche Group Limited",GI,GOVERNMENT
36225,"01273/S40",DH,GE/2001/29.10B,GE/2001/29,"South East Kowloon Development Kai Tak Approach Channel Reclamation Marine Ground Investigation - Stage 2 Factual Fieldwork Report Volume 1","Bachy Soletanche Group Limited",GI,GOVERNMENT
36225,"01273/C12A",O,GE/2001/29.10B,GE/2001/29,"South East Kowloon Development Kai Tak Approach Channel Reclamation Marine Ground Investigation - Stage 2 Factual Fieldwork Report Volume 1","Bachy Soletanche Group Limited",GI,GOVERNMENT
36225,"01273/S09",DH,GE/2001/29.10B,GE/2001/29,"South East Kowloon Development Kai Tak Approach Channel Reclamation Marine Ground Investigation - Stage 2 Factual Fieldwork Report Volume 1","Bachy Soletanche Group Limited",GI,GOVERNMENT
36225,"01273/S10",DH,GE/2001/29.10B,GE/2001/29,"South East Kowloon Development Kai Tak Approach Channel Reclamation Marine Ground Investigation - Stage 2 Factual Fieldwork Report Volume 1","Bachy Soletanche Group Limited",GI,GOVERNMENT
36225,"01273/C03",O,GE/2001/29.10B,GE/2001/29,"South East Kowloon Development Kai Tak Approach Channel Reclamation Marine Ground Investigation - Stage 2 Factual Fieldwork Report Volume 1","Bachy Soletanche Group Limited",GI,GOVERNMENT
36225,"01273/C04",O,GE/2001/29.10B,GE/2001/29,"South East Kowloon Development Kai Tak Approach Channel Reclamation Marine Ground Investigation - Stage 2 Factual Fieldwork Report Volume 1","Bachy Soletanche Group Limited",GI,GOVERNMENT
36225,"V1-6",VC,GE/2001/29.10B,GE/2001/29,"South East Kowloon Development Kai Tak Approach Channel Reclamation Marine Ground Investigation - Stage 2 Factual Fieldwork Report Volume 1","Bachy Soletanche Group Limited",GI,GOVERNMENT
36225,"V1-7",VC,GE/2001/29.10B,GE/2001/29,"South East Kowloon Development Kai Tak Approach Channel Reclamation Marine Ground Investigation - Stage 2 Factual Fieldwork Report Volume 1","Bachy Soletanche Group Limited",GI,GOVERNMENT
36225,"V1-8",VC,GE/2001/29.10B,GE/2001/29,"South East Kowloon Development Kai Tak Approach Channel Reclamation Marine Ground Investigation - Stage 2 Factual Fieldwork Report Volume 1","Bachy Soletanche Group Limited",GI,GOVERNMENT
36225,"V1-9",VC,GE/2001/29.10B,GE/2001/29,"South East Kowloon Development Kai Tak Approach Channel Reclamation Marine Ground Investigation - Stage 2 Factual Fieldwork Report Volume 1","Bachy Soletanche Group Limited",GI,GOVERNMENT
36225,"V1-10",VC,GE/2001/29.10B,GE/2001/29,"South East Kowloon Development Kai Tak Approach Channel Reclamation Marine Ground Investigation - Stage 2 Factual Fieldwork Report Volume 1","Bachy Soletanche Group Limited",GI,GOVERNMENT
36225,"V1-11",VC,GE/2001/29.10B,GE/2001/29,"South East Kowloon Development Kai Tak Approach Channel Reclamation Marine Ground Investigation - Stage 2 Factual Fieldwork Report Volume 1","Bachy Soletanche Group Limited",GI,GOVERNMENT
36225,"V1-12",VC,GE/2001/29.10B,GE/2001/29,"South East Kowloon Development Kai Tak Approach Channel Reclamation Marine Ground Investigation - Stage 2 Factual Fieldwork Report Volume 1","Bachy Soletanche Group Limited",GI,GOVERNMENT
36225,"V1-13",VC,GE/2001/29.10B,GE/2001/29,"South East Kowloon Development Kai Tak Approach Channel Reclamation Marine Ground Investigation - Stage 2 Factual Fieldwork Report Volume 1","Bachy Soletanche Group Limited",GI,GOVERNMENT
36225,"V1-14",VC,GE/2001/29.10B,GE/2001/29,"South East Kowloon Development Kai Tak Approach Channel Reclamation Marine Ground Investigation - Stage 2 Factual Fieldwork Report Volume 1","Bachy Soletanche Group Limited",GI,GOVERNMENT
36111,"01273/L32",DH,GE/2001/12.24&14A,GE/2001/12,"Agreement No. CE43/2000(CE) South East Kowloon Development, Kai Tak Approach Channel Reclamation Ground Investigation Factual Fieldwork Report Volume 1","Bachy Soletanche Group Limited",GI,GOVERNMENT
36111,"01273/L34",DH,GE/2001/12.24&14A,GE/2001/12,"Agreement No. CE43/2000(CE) South East Kowloon Development, Kai Tak Approach Channel Reclamation Ground Investigation Factual Fieldwork Report Volume 1","Bachy Soletanche Group Limited",GI,GOVERNMENT
36111,"01273/L35",DH,GE/2001/12.24&14A,GE/2001/12,"Agreement No. CE43/2000(CE) South East Kowloon Development, Kai Tak Approach Channel Reclamation Ground Investigation Factual Fieldwork Report Volume 1","Bachy Soletanche Group Limited",GI,GOVERNMENT
36111,"01273/L37",DH,GE/2001/12.24&14A,GE/2001/12,"Agreement No. CE43/2000(CE) South East Kowloon Development, Kai Tak Approach Channel Reclamation Ground Investigation Factual Fieldwork Report Volume 1","Bachy Soletanche Group Limited",GI,GOVERNMENT
36111,"01273/L39",DH,GE/2001/12.24&14A,GE/2001/12,"Agreement No. CE43/2000(CE) South East Kowloon Development, Kai Tak Approach Channel Reclamation Ground Investigation Factual Fieldwork Report Volume 1","Bachy Soletanche Group Limited",GI,GOVERNMENT
36111,"01273/L44",DH,GE/2001/12.24&14A,GE/2001/12,"Agreement No. CE43/2000(CE) South East Kowloon Development, Kai Tak Approach Channel Reclamation Ground Investigation Factual Fieldwork Report Volume 1","Bachy Soletanche Group Limited",GI,GOVERNMENT
36225,"V23",VC,GE/2001/29.10B,GE/2001/29,"South East Kowloon Development Kai Tak Approach Channel Reclamation Marine Ground Investigation - Stage 2 Factual Fieldwork Report Volume 1","Bachy Soletanche Group Limited",GI,GOVERNMENT
36225,"V24",VC,GE/2001/29.10B,GE/2001/29,"South East Kowloon Development Kai Tak Approach Channel Reclamation Marine Ground Investigation - Stage 2 Factual Fieldwork Report Volume 1","Bachy Soletanche Group Limited",GI,GOVERNMENT
36225,"V25",VC,GE/2001/29.10B,GE/2001/29,"South East Kowloon Development Kai Tak Approach Channel Reclamation Marine Ground Investigation - Stage 2 Factual Fieldwork Report Volume 1","Bachy Soletanche Group Limited",GI,GOVERNMENT
36225,"V26",VC,GE/2001/29.10B,GE/2001/29,"South East Kowloon Development Kai Tak Approach Channel Reclamation Marine Ground Investigation - Stage 2 Factual Fieldwork Report Volume 1","Bachy Soletanche Group Limited",GI,GOVERNMENT
36225,"V27",VC,GE/2001/29.10B,GE/2001/29,"South East Kowloon Development Kai Tak Approach Channel Reclamation Marine Ground Investigation - Stage 2 Factual Fieldwork Report Volume 1","Bachy Soletanche Group Limited",GI,GOVERNMENT
36225,"V28",VC,GE/2001/29.10B,GE/2001/29,"South East Kowloon Development Kai Tak Approach Channel Reclamation Marine Ground Investigation - Stage 2 Factual Fieldwork Report Volume 1","Bachy Soletanche Group Limited",GI,GOVERNMENT
36225,"V29",VC,GE/2001/29.10B,GE/2001/29,"South East Kowloon Development Kai Tak Approach Channel Reclamation Marine Ground Investigation - Stage 2 Factual Fieldwork Report Volume 1","Bachy Soletanche Group Limited",GI,GOVERNMENT
36225,"V22",VC,GE/2001/29.10B,GE/2001/29,"South East Kowloon Development Kai Tak Approach Channel Reclamation Marine Ground Investigation - Stage 2 Factual Fieldwork Report Volume 1","Bachy Soletanche Group Limited",GI,GOVERNMENT
36225,"01273/S17",DH,GE/2001/29.10B,GE/2001/29,"South East Kowloon Development Kai Tak Approach Channel Reclamation Marine Ground Investigation - Stage 2 Factual Fieldwork Report Volume 1","Bachy Soletanche Group Limited",GI,GOVERNMENT
36225,"01273/S23",DH,GE/2001/29.10B,GE/2001/29,"South East Kowloon Development Kai Tak Approach Channel Reclamation Marine Ground Investigation - Stage 2 Factual Fieldwork Report Volume 1","Bachy Soletanche Group Limited",GI,GOVERNMENT
36225,"01273/S29",DH,GE/2001/29.10B,GE/2001/29,"South East Kowloon Development Kai Tak Approach Channel Reclamation Marine Ground Investigation - Stage 2 Factual Fieldwork Report Volume 1","Bachy Soletanche Group Limited",GI,GOVERNMENT
36225,"V17A",VC,GE/2001/29.10B,GE/2001/29,"South East Kowloon Development Kai Tak Approach Channel Reclamation Marine Ground Investigation - Stage 2 Factual Fieldwork Report Volume 1","Bachy Soletanche Group Limited",GI,GOVERNMENT
36225,"V18",VC,GE/2001/29.10B,GE/2001/29,"South East Kowloon Development Kai Tak Approach Channel Reclamation Marine Ground Investigation - Stage 2 Factual Fieldwork Report Volume 1","Bachy Soletanche Group Limited",GI,GOVERNMENT
36225,"V19",VC,GE/2001/29.10B,GE/2001/29,"South East Kowloon Development Kai Tak Approach Channel Reclamation Marine Ground Investigation - Stage 2 Factual Fieldwork Report Volume 1","Bachy Soletanche Group Limited",GI,GOVERNMENT
36225,"V19A",VC,GE/2001/29.10B,GE/2001/29,"South East Kowloon Development Kai Tak Approach Channel Reclamation Marine Ground Investigation - Stage 2 Factual Fieldwork Report Volume 1","Bachy Soletanche Group Limited",GI,GOVERNMENT
36225,"V20",VC,GE/2001/29.10B,GE/2001/29,"South East Kowloon Development Kai Tak Approach Channel Reclamation Marine Ground Investigation - Stage 2 Factual Fieldwork Report Volume 1","Bachy Soletanche Group Limited",GI,GOVERNMENT
36225,"V21",VC,GE/2001/29.10B,GE/2001/29,"South East Kowloon Development Kai Tak Approach Channel Reclamation Marine Ground Investigation - Stage 2 Factual Fieldwork Report Volume 1","Bachy Soletanche Group Limited",GI,GOVERNMENT
44751,"B20A",IP+W,GE/2005/03.57,GE/2005/03,"G.I.  Urban (Term Contract) Agreement No. KDO 01/2006 Site Investigation and Contamination Assessment at Remaining Area of Former Kai Tak Airport and Proposed Cruise Terminal","Fugro Geotechnical Services Limited",GI,GOVERNMENT
44751,"B21",IP+W,GE/2005/03.57,GE/2005/03,"G.I.  Urban (Term Contract) Agreement No. KDO 01/2006 Site Investigation and Contamination Assessment at Remaining Area of Former Kai Tak Airport and Proposed Cruise Terminal","Fugro Geotechnical Services Limited",GI,GOVERNMENT
44751,"B17",IP+W,GE/2005/03.57,GE/2005/03,"G.I.  Urban (Term Contract) Agreement No. KDO 01/2006 Site Investigation and Contamination Assessment at Remaining Area of Former Kai Tak Airport and Proposed Cruise Terminal","Fugro Geotechnical Services Limited",GI,GOVERNMENT
44751,"B18",IP+W,GE/2005/03.57,GE/2005/03,"G.I.  Urban (Term Contract) Agreement No. KDO 01/2006 Site Investigation and Contamination Assessment at Remaining Area of Former Kai Tak Airport and Proposed Cruise Terminal","Fugro Geotechnical Services Limited",GI,GOVERNMENT
44751,"B19",IP+W,GE/2005/03.57,GE/2005/03,"G.I.  Urban (Term Contract) Agreement No. KDO 01/2006 Site Investigation and Contamination Assessment at Remaining Area of Former Kai Tak Airport and Proposed Cruise Terminal","Fugro Geotechnical Services Limited",GI,GOVERNMENT
44751,"B19A",IP+W,GE/2005/03.57,GE/2005/03,"G.I.  Urban (Term Contract) Agreement No. KDO 01/2006 Site Investigation and Contamination Assessment at Remaining Area of Former Kai Tak Airport and Proposed Cruise Terminal","Fugro Geotechnical Services Limited",GI,GOVERNMENT
44751,"B16",IP+W,GE/2005/03.57,GE/2005/03,"G.I.  Urban (Term Contract) Agreement No. KDO 01/2006 Site Investigation and Contamination Assessment at Remaining Area of Former Kai Tak Airport and Proposed Cruise Terminal","Fugro Geotechnical Services Limited",GI,GOVERNMENT
44751,"B20",IP+W,GE/2005/03.57,GE/2005/03,"G.I.  Urban (Term Contract) Agreement No. KDO 01/2006 Site Investigation and Contamination Assessment at Remaining Area of Former Kai Tak Airport and Proposed Cruise Terminal","Fugro Geotechnical Services Limited",GI,GOVERNMENT
44751,"B24A",IP+W,GE/2005/03.57,GE/2005/03,"G.I.  Urban (Term Contract) Agreement No. KDO 01/2006 Site Investigation and Contamination Assessment at Remaining Area of Former Kai Tak Airport and Proposed Cruise Terminal","Fugro Geotechnical Services Limited",GI,GOVERNMENT
44751,"B25",IP+W,GE/2005/03.57,GE/2005/03,"G.I.  Urban (Term Contract) Agreement No. KDO 01/2006 Site Investigation and Contamination Assessment at Remaining Area of Former Kai Tak Airport and Proposed Cruise Terminal","Fugro Geotechnical Services Limited",GI,GOVERNMENT
44751,"B26",IP+W,GE/2005/03.57,GE/2005/03,"G.I.  Urban (Term Contract) Agreement No. KDO 01/2006 Site Investigation and Contamination Assessment at Remaining Area of Former Kai Tak Airport and Proposed Cruise Terminal","Fugro Geotechnical Services Limited",GI,GOVERNMENT
44751,"B27",IP+W+RCG,GE/2005/03.57,GE/2005/03,"G.I.  Urban (Term Contract) Agreement No. KDO 01/2006 Site Investigation and Contamination Assessment at Remaining Area of Former Kai Tak Airport and Proposed Cruise Terminal","Fugro Geotechnical Services Limited",GI,GOVERNMENT
44751,"B22",IP+W,GE/2005/03.57,GE/2005/03,"G.I.  Urban (Term Contract) Agreement No. KDO 01/2006 Site Investigation and Contamination Assessment at Remaining Area of Former Kai Tak Airport and Proposed Cruise Terminal","Fugro Geotechnical Services Limited",GI,GOVERNMENT
44751,"B23",IP+W,GE/2005/03.57,GE/2005/03,"G.I.  Urban (Term Contract) Agreement No. KDO 01/2006 Site Investigation and Contamination Assessment at Remaining Area of Former Kai Tak Airport and Proposed Cruise Terminal","Fugro Geotechnical Services Limited",GI,GOVERNMENT
47615,"KTD/BH 7",RC,GE/2007/13.4,GE/2007/13,"Agreement No. CE 35/2006(CE) - Kai Tak Development Engineering Study cum Design and Construction of Advance Works - Investigation, Design and Construction Volume 1 of 3","Fugro Geotechnical Services Ltd.",GI,GOVERNMENT
47615,"KTD/BH 9",RC,GE/2007/13.4,GE/2007/13,"Agreement No. CE 35/2006(CE) - Kai Tak Development Engineering Study cum Design and Construction of Advance Works - Investigation, Design and Construction Volume 1 of 3","Fugro Geotechnical Services Ltd.",GI,GOVERNMENT
47615,"KTD/BH29",RC,GE/2007/13.4,GE/2007/13,"Agreement No. CE 35/2006(CE) - Kai Tak Development Engineering Study cum Design and Construction of Advance Works - Investigation, Design and Construction Volume 1 of 3","Fugro Geotechnical Services Ltd.",GI,GOVERNMENT
47615,"KTD/BH30",RC,GE/2007/13.4,GE/2007/13,"Agreement No. CE 35/2006(CE) - Kai Tak Development Engineering Study cum Design and Construction of Advance Works - Investigation, Design and Construction Volume 1 of 3","Fugro Geotechnical Services Ltd.",GI,GOVERNMENT
47615,"KTD/BH 6",RC,GE/2007/13.4,GE/2007/13,"Agreement No. CE 35/2006(CE) - Kai Tak Development Engineering Study cum Design and Construction of Advance Works - Investigation, Design and Construction Volume 1 of 3","Fugro Geotechnical Services Ltd.",GI,GOVERNMENT
48525,"MD1",VC,GE/2008/03.6,GE/2008/03,"Agreement No. CE 58/2006 (HY) Central Kowloon Route & Widening of Gascoigne Road Flyover - Investigation","Fugro Geotechnical Services Ltd.",GI,GOVERNMENT
48324,"BH 4",RC,GE/2007/03.69,GE/2007/03,"Agreement No. CE 58/2006 (HY), Central Kowloon Route & Widening of Gascoigne Road Flyover - Investigation Volume 1 of 2","Vibro (H.K.) Limited",GI,GOVERNMENT
15951,"SA-6",DH,null,null,"Kai Tak Improvement Taxiway Bridge No. 3 Final Preliminary Report Volume 2 (Appendix 10) Agreement No. CE 81/90","Halcrow Asia Partnership Ltd.",GI/LT,GOVERNMENT
50542,"MBH- 3",RC,null,HY/2008/14,"Contract No. HY/2008/14 Central Kowloon Route & Widening of Gascoigne Road Flyover (Investigation) - Ground Investigation Final Fieldwork Report (MBH-/PBH-Series Drillholes)","Gold Ram Engineering and Development Limited",GI,GOVERNMENT
50542,"MBH- 4",RC,null,HY/2008/14,"Contract No. HY/2008/14 Central Kowloon Route & Widening of Gascoigne Road Flyover (Investigation) - Ground Investigation Final Fieldwork Report (MBH-/PBH-Series Drillholes)","Gold Ram Engineering and Development Limited",GI,GOVERNMENT
50542,"MBH- 1",RC,null,HY/2008/14,"Contract No. HY/2008/14 Central Kowloon Route & Widening of Gascoigne Road Flyover (Investigation) - Ground Investigation Final Fieldwork Report (MBH-/PBH-Series Drillholes)","Gold Ram Engineering and Development Limited",GI,GOVERNMENT
50542,"MBH- 2",RC,null,HY/2008/14,"Contract No. HY/2008/14 Central Kowloon Route & Widening of Gascoigne Road Flyover (Investigation) - Ground Investigation Final Fieldwork Report (MBH-/PBH-Series Drillholes)","Gold Ram Engineering and Development Limited",GI,GOVERNMENT
51504,"KT02-1",VC,GE/2008/03.25,GE/2008/03,"Kai Tak Development - Infrastructure at Former Runway & Remaining Area of North Apron & Improvement of Adjacent Waterways - Design & Construction Request for Marine Ground Investigation Works","Fugro Geotechnical Services Ltd.",GI,GOVERNMENT
51504,"KT02-2",VC,GE/2008/03.25,GE/2008/03,"Kai Tak Development - Infrastructure at Former Runway & Remaining Area of North Apron & Improvement of Adjacent Waterways - Design & Construction Request for Marine Ground Investigation Works","Fugro Geotechnical Services Ltd.",GI,GOVERNMENT
51504,"B03",VC,GE/2008/03.25,GE/2008/03,"Kai Tak Development - Infrastructure at Former Runway & Remaining Area of North Apron & Improvement of Adjacent Waterways - Design & Construction Request for Marine Ground Investigation Works","Fugro Geotechnical Services Ltd.",GI,GOVERNMENT
50530,"BH45",RC,null,HY/2008/14,"Contract No. HY/2008/14 Central Kowloon Route & Widening of Gascoigne Road Flyover (Investigation) - Ground Investigation Final Fieldwork Report (BH-Series Drillholes & TP-Series Trial Pits)","Gold Ram Engineering and Development Limited",GI,GOVERNMENT
50484,"BH6",DH,null,null,"Final Field Work Report NKIL 5927 Kowloon Bay Kowloon","Chinal Geo-engineering Corporation",GI,PRIVATE
51504,"KT12-2",VC,GE/2008/03.25,GE/2008/03,"Kai Tak Development - Infrastructure at Former Runway & Remaining Area of North Apron & Improvement of Adjacent Waterways - Design & Construction Request for Marine Ground Investigation Works","Fugro Geotechnical Services Ltd.",GI,GOVERNMENT
51504,"KT08-1",VC,GE/2008/03.25,GE/2008/03,"Kai Tak Development - Infrastructure at Former Runway & Remaining Area of North Apron & Improvement of Adjacent Waterways - Design & Construction Request for Marine Ground Investigation Works","Fugro Geotechnical Services Ltd.",GI,GOVERNMENT
51504,"B08",VC,GE/2008/03.25,GE/2008/03,"Kai Tak Development - Infrastructure at Former Runway & Remaining Area of North Apron & Improvement of Adjacent Waterways - Design & Construction Request for Marine Ground Investigation Works","Fugro Geotechnical Services Ltd.",GI,GOVERNMENT
51504,"B09",VC,GE/2008/03.25,GE/2008/03,"Kai Tak Development - Infrastructure at Former Runway & Remaining Area of North Apron & Improvement of Adjacent Waterways - Design & Construction Request for Marine Ground Investigation Works","Fugro Geotechnical Services Ltd.",GI,GOVERNMENT
51504,"KT13-1",VC,GE/2008/03.25,GE/2008/03,"Kai Tak Development - Infrastructure at Former Runway & Remaining Area of North Apron & Improvement of Adjacent Waterways - Design & Construction Request for Marine Ground Investigation Works","Fugro Geotechnical Services Ltd.",GI,GOVERNMENT
51504,"KT13-2",VC,GE/2008/03.25,GE/2008/03,"Kai Tak Development - Infrastructure at Former Runway & Remaining Area of North Apron & Improvement of Adjacent Waterways - Design & Construction Request for Marine Ground Investigation Works","Fugro Geotechnical Services Ltd.",GI,GOVERNMENT
51504,"KT14-1",VC,GE/2008/03.25,GE/2008/03,"Kai Tak Development - Infrastructure at Former Runway & Remaining Area of North Apron & Improvement of Adjacent Waterways - Design & Construction Request for Marine Ground Investigation Works","Fugro Geotechnical Services Ltd.",GI,GOVERNMENT
51504,"KT14-2",VC,GE/2008/03.25,GE/2008/03,"Kai Tak Development - Infrastructure at Former Runway & Remaining Area of North Apron & Improvement of Adjacent Waterways - Design & Construction Request for Marine Ground Investigation Works","Fugro Geotechnical Services Ltd.",GI,GOVERNMENT
51504,"KT15-1",VC,GE/2008/03.25,GE/2008/03,"Kai Tak Development - Infrastructure at Former Runway & Remaining Area of North Apron & Improvement of Adjacent Waterways - Design & Construction Request for Marine Ground Investigation Works","Fugro Geotechnical Services Ltd.",GI,GOVERNMENT
51504,"KT15-2",VC,GE/2008/03.25,GE/2008/03,"Kai Tak Development - Infrastructure at Former Runway & Remaining Area of North Apron & Improvement of Adjacent Waterways - Design & Construction Request for Marine Ground Investigation Works","Fugro Geotechnical Services Ltd.",GI,GOVERNMENT
51504,"KT16-1",VC,GE/2008/03.25,GE/2008/03,"Kai Tak Development - Infrastructure at Former Runway & Remaining Area of North Apron & Improvement of Adjacent Waterways - Design & Construction Request for Marine Ground Investigation Works","Fugro Geotechnical Services Ltd.",GI,GOVERNMENT
51504,"B05",VC,GE/2008/03.25,GE/2008/03,"Kai Tak Development - Infrastructure at Former Runway & Remaining Area of North Apron & Improvement of Adjacent Waterways - Design & Construction Request for Marine Ground Investigation Works","Fugro Geotechnical Services Ltd.",GI,GOVERNMENT
51504,"KT08-2",VC,GE/2008/03.25,GE/2008/03,"Kai Tak Development - Infrastructure at Former Runway & Remaining Area of North Apron & Improvement of Adjacent Waterways - Design & Construction Request for Marine Ground Investigation Works","Fugro Geotechnical Services Ltd.",GI,GOVERNMENT
51504,"KT09-1",VC,GE/2008/03.25,GE/2008/03,"Kai Tak Development - Infrastructure at Former Runway & Remaining Area of North Apron & Improvement of Adjacent Waterways - Design & Construction Request for Marine Ground Investigation Works","Fugro Geotechnical Services Ltd.",GI,GOVERNMENT
51504,"KT09-2",VC,GE/2008/03.25,GE/2008/03,"Kai Tak Development - Infrastructure at Former Runway & Remaining Area of North Apron & Improvement of Adjacent Waterways - Design & Construction Request for Marine Ground Investigation Works","Fugro Geotechnical Services Ltd.",GI,GOVERNMENT
51504,"KT10-1",VC,GE/2008/03.25,GE/2008/03,"Kai Tak Development - Infrastructure at Former Runway & Remaining Area of North Apron & Improvement of Adjacent Waterways - Design & Construction Request for Marine Ground Investigation Works","Fugro Geotechnical Services Ltd.",GI,GOVERNMENT
51504,"KT10-2",VC,GE/2008/03.25,GE/2008/03,"Kai Tak Development - Infrastructure at Former Runway & Remaining Area of North Apron & Improvement of Adjacent Waterways - Design & Construction Request for Marine Ground Investigation Works","Fugro Geotechnical Services Ltd.",GI,GOVERNMENT
51504,"B12",VC,GE/2008/03.25,GE/2008/03,"Kai Tak Development - Infrastructure at Former Runway & Remaining Area of North Apron & Improvement of Adjacent Waterways - Design & Construction Request for Marine Ground Investigation Works","Fugro Geotechnical Services Ltd.",GI,GOVERNMENT
51504,"KT18-1",VC,GE/2008/03.25,GE/2008/03,"Kai Tak Development - Infrastructure at Former Runway & Remaining Area of North Apron & Improvement of Adjacent Waterways - Design & Construction Request for Marine Ground Investigation Works","Fugro Geotechnical Services Ltd.",GI,GOVERNMENT
51504,"KT18-2",VC,GE/2008/03.25,GE/2008/03,"Kai Tak Development - Infrastructure at Former Runway & Remaining Area of North Apron & Improvement of Adjacent Waterways - Design & Construction Request for Marine Ground Investigation Works","Fugro Geotechnical Services Ltd.",GI,GOVERNMENT
51504,"KT19-1",VC,GE/2008/03.25,GE/2008/03,"Kai Tak Development - Infrastructure at Former Runway & Remaining Area of North Apron & Improvement of Adjacent Waterways - Design & Construction Request for Marine Ground Investigation Works","Fugro Geotechnical Services Ltd.",GI,GOVERNMENT
51504,"KT19-2",VC,GE/2008/03.25,GE/2008/03,"Kai Tak Development - Infrastructure at Former Runway & Remaining Area of North Apron & Improvement of Adjacent Waterways - Design & Construction Request for Marine Ground Investigation Works","Fugro Geotechnical Services Ltd.",GI,GOVERNMENT
51504,"KT20-1",VC,GE/2008/03.25,GE/2008/03,"Kai Tak Development - Infrastructure at Former Runway & Remaining Area of North Apron & Improvement of Adjacent Waterways - Design & Construction Request for Marine Ground Investigation Works","Fugro Geotechnical Services Ltd.",GI,GOVERNMENT
51504,"B13",VC,GE/2008/03.25,GE/2008/03,"Kai Tak Development - Infrastructure at Former Runway & Remaining Area of North Apron & Improvement of Adjacent Waterways - Design & Construction Request for Marine Ground Investigation Works","Fugro Geotechnical Services Ltd.",GI,GOVERNMENT
